"c_npc_instance","subtitle_de","subtitle_pl","subtitle_name","dialogue_instance_name"
"NONE_5000_Kaly","Proxemo ist nur ein Bauer, genau wie der Rest der Arenabesitzer im Königreich.","Proxemo to zwykły pionek, tak samo jak i reszta właścicieli aren w królestwie.","DIA_KALY_HELLO2_03_05","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Unser Ziel ist Rezenhart.","Naszym celem jest Rezenhart.","DIA_KALY_HELLO2_03_06","DIA_KALY_HELLO2"
"PC_HERO","Unseres?","Naszym?","DIA_KALY_HELLO2_15_07","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Und hier kommen wir zum Kern der Sache. Höre mir zu. Rezenhart ist mein Bruder.","I tutaj dochodzimy do sedna sprawy. Posłuchaj. Rezenhart to mój brat.","DIA_KALY_HELLO2_03_08","DIA_KALY_HELLO2"
"PC_HERO","Was? Wie das denn? Wovon redest du?","Co takiego? O czym ty mówisz?","DIA_KALY_HELLO2_15_09","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Der frühere Herrscher, mein Vater, starb nicht im Schlaf, wie alle Schriften berichten.","Poprzedni władca, nasz ojciec, nie odszedł we śnie o czym pisały wszystkie pisma.","DIA_KALY_HELLO2_03_10","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Rezenhart hat meinen Vater vergiftet und das ist der einzige Grund, warum er der neue König wurde. Die Wahrheit ist, dass ich König sein sollte!","Rezenhart otruł mojego ojca i tylko dlatego został nowym Królem, a prawda jest taka, że to ja miałem nim zostać!","DIA_KALY_HELLO2_03_11","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Anscheinend muss mein Bruder ein Gespräch zwischen mir und meinem Vater mitgehört haben, in dem mir gesagt wurde, dass Rezenhart zum Regieren ungeeignet wäre, und er hatte verdammt recht.","Najwidoczniej mój brat musiał podsłuchać rozmowy pomiędzy mną a ojcem, gdzie ten mówił mi, że Rezenhart nie będzie nadawać się na władcę i miał do jasnej cholery rację.","DIA_KALY_HELLO2_03_12","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Er vergiftete ihn noch am selben Tag und verkündete, dass die letzten Worte unseres Vaters darin bestanden, Rezenhart zum König zu ernennen.","Otruł go tego samego dnia i ogłosił, że ostatnie słowa naszego ojca to mianowanie Rezenharta na Króla.","DIA_KALY_HELLO2_03_13","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Ich hasse ihn. Ich will nur Rache.","Nienawidzę go. Tak samo pragnę zemsty.","DIA_KALY_HELLO2_03_14","DIA_KALY_HELLO2"
"PC_HERO","Wie kann ich dann aber mit dir Reden? Wurden den keine Steckbriefe für dich geschrieben?","Jakim cudem z tobą rozmawiam? Nie wysłano za tobą żadnych listów gończych?","DIA_KALY_HELLO2_15_15","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Mein Bruder wollte mich natürlich loswerden. Er hat Kopfgeldjäger geschickt, um mich loszuwerden.","Oczywiście, że mój brat chciał się mnie pozbyć. Wysłał płatnych zabójców, aby się mnie pozbyli.","DIA_KALY_HELLO2_03_16","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Ich schaffte es, einen von ihnen zu bestechen, als ich ihn traf.","Udało mi się przekupić jednego z nich, kiedy go spotkałem.","DIA_KALY_HELLO2_03_17","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Im Tausch gegen mein gesamtes Hab und Gut hat er diesem Idioten Rezenhart gesagt, dass er mich getötet hätte. Als Beweis hat er Rezenhart das Amulett gezeigt, das ich dem Kopfgeldjäger gegeben hatte.","W zamian za cały dorobek mojego życia przekazał temu debilowi Rezenhartowi, że mnie zabił, a na dowód pokazał amulet, który mu przekazałem.","DIA_KALY_HELLO2_03_24","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Glücklicherweise weiß mein Bruder, von wem das Amulett ist. Den eigentlich wurde ich mich davon nie trennen.","Na szczęście mój brat wie, co to za amulet i nigdy bym się za życia z nim nie rozstał.","DIA_KALY_HELLO2_03_18","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Dank ihm bin ich nun hier und kann mich bald revanchieren. Ich habe mein Aussehen geändert und den Namen Kaly angenommen.","Dzięki niemu jestem tutaj i mogę się wkrótce zemścić. Zmieniłem wygląd, imię Kaly też sobie przybrałem.","DIA_KALY_HELLO2_03_19","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Übrigens habe ich nicht nach deinem gefragt. Wie heisst du?","A propo, nie zapytałem o twoje. Jak się nazywasz?","DIA_KALY_HELLO2_03_20","DIA_KALY_HELLO2"
"PC_HERO","Romulus.","Romulus.","DIA_KALY_HELLO2_15_21","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Ich muss dir zeigen wie alles hier funktioniert. Wir wollen beide, dass du aufsteigst und Kämpfe gewinnst. Zumal da es hier bei jedem Kampf um Leben und Tod geht.","Muszę wprowadzić cię w to, co i jak. Obojgu nam zależy na tym, abyś piął się do góry i wygrywał walki. Zwłaszcza, że każda walka jest tutaj na śmierć i życie.","DIA_KALY_HELLO2_03_22","DIA_KALY_HELLO2"
"NONE_5000_Kaly","Frage mich nach allem, was du wissen willst. Ich werde dir alles genau erklären.","Pytaj o wszystko, co potrzebujesz wiedzieć. Dokładnie ci wszystko wytłumaczę.","DIA_KALY_HELLO2_03_23","DIA_KALY_HELLO2"
"PC_HERO","Wie wird mein erster Kampf aussehen?","Jak będzie wyglądać moja pierwsza walka?","DIA_KALY_HELLO2_A1_15_01","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Ich schätze, du wirst morgen kämpfen.","Zgaduję, że będziesz walczył jutro.","DIA_KALY_HELLO2_A1_03_02","DIA_KALY_HELLO2_A1"
"PC_HERO","Ok.","Tak.","DIA_KALY_HELLO2_A1_15_03","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Beim ersten Kampf kämpfen immer gefangene Sklaven gegeneinander.","Pierwsza walka zawsze wygląda tak, że schwytani niewolnicy biją się ze sobą każdy na każdego.","DIA_KALY_HELLO2_A1_03_04","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Nur einer kann überleben.","Przeżyć może tylko jeden.","DIA_KALY_HELLO2_A1_03_05","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Wenn du es schaffst, zu gewinnen hast du Zeit, dich auszuruhen. Danach erwartet dich ein weiterer Kampf.","Gdy uda ci się wygrać, będziesz miał czas na odpoczynek i czekać cię będzie kolejna walka.","DIA_KALY_HELLO2_A1_03_06","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Theoretisch wird dies dann dein erster richtiger Kampf sein.","Teoretycznie wtedy to będzie twoja pierwsza walka.","DIA_KALY_HELLO2_A1_03_07","DIA_KALY_HELLO2_A1"
"PC_HERO","Gegen wen werde ich kämpfen?","Z kim będę walczył?","DIA_KALY_HELLO2_A1_15_08","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Im Allgemeinen war noch nie ein gefangener Sklave in der Lage, den Einführungs- oder Auswahlkampf zu gewinnen.","Generalnie żadnemu schwytanemu niewolnikowi nie udało się wygrać walki po tej wprowadzającej, czy tam selekcyjnej, każdy na każdego.","DIA_KALY_HELLO2_A1_03_09","DIA_KALY_HELLO2_A1"
"NONE_5000_Kaly","Es ist immer gescheitert, also hoffe ich, dass du der Erste sein wirst.","Zawsze kończyło się porażką, więc mam nadzieję, że będziesz pierwszym.","DIA_KALY_HELLO2_A1_03_10","DIA_KALY_HELLO2_A1"
"PC_HERO","Was ist, wenn ich Kämpfe gewinne? Was ist der Preis?","Co jeśli będę wygrywał walki? Jaka jest nagroda?","DIA_KALY_HELLO2_A2_15_01","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Der Preis ist die Beherrschung der Arena und die Freiheit.","Nagroda to mistrzostwo areny i wolność.","DIA_KALY_HELLO2_A2_03_02","DIA_KALY_HELLO2_A2"
"PC_HERO","Freiheit?","Wolność?","DIA_KALY_HELLO2_A2_15_03","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Genau, Freiheit und das Recht, in anderen Arenen zu kämpfen.","Dokładnie, wolność i prawo do walki na innych arenach.","DIA_KALY_HELLO2_A2_03_04","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Wenn du aber der Champion wirst, wirst du keine Freiheit erlangen - Du müsstest hier für den Rest deines Lebens kämpfen. Deshalb müssen wir stattdessen für deine Freiheit kämpfen!","Jeżeli byś tutaj wygrał i został mistrzem, a wolności nie zyskał - musiałbyś tu walczyć do końca życia. Dlatego musimy twoją wolność wywalczyć!","DIA_KALY_HELLO2_A2_03_09","DIA_KALY_HELLO2_A2"
"PC_HERO","Rache soll meine Belohnung sein, und daran werde ich mich halten.","Moją nagrodą ma być zemsta, i tego będę się trzymał.","DIA_KALY_HELLO2_A2_15_05","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Nur der Champion aller Arenen im Königreich hat das Recht, jeden herauszufordern, gegen den er kämpfen möchte.","Tylko i wyłącznie mistrz wszystkich aren w królestwie ma prawo wyzwać do walki kogokolwiek tylko chce.","DIA_KALY_HELLO2_A2_03_06","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Und diese Person kann nicht ablehnen.","A tamta osoba nie może odmówić.","DIA_KALY_HELLO2_A2_03_07","DIA_KALY_HELLO2_A2"
"NONE_5000_Kaly","Deshalb musst du alles meistern.","Dlatego musisz zdobyć mistrzostwo wszędzie.","DIA_KALY_HELLO2_A2_03_08","DIA_KALY_HELLO2_A2"
"PC_HERO","Wie viele Arenen gibt es?","Ile jest aren?","DIA_KALY_HELLO2_A3_15_01","DIA_KALY_HELLO2_A3"
"NONE_5000_Kaly","Zehn. jede ist schwieriger als die vorherige. Es wird Turniere, Teamkämpfe und Monsterkämpfe geben.","Dziesięć. Kolejna co raz trudniejsza. Będą pojawiać się turnieje, walki drużynowe, walki z potworami.","DIA_KALY_HELLO2_A3_03_02","DIA_KALY_HELLO2_A3"
"NONE_5000_Kaly","Wir haben einen langen und harten Weg vor uns.","Ciężka i długa droga przed nami.","DIA_KALY_HELLO2_A3_03_03","DIA_KALY_HELLO2_A3"
"PC_HERO","Wie viel verdiene ich pro gewonnenem Kampf?","Ile zarabiam za wygraną walkę?","DIA_KALY_HELLO2_A4_15_01","DIA_KALY_HELLO2_A4"
"NONE_5000_Kaly","Das hängt vom Schwierigkeitsgrad des Gegners ab. Normalerweise wirst du für Kämpfe überhaupt nicht bezahlt, aber zum Glück hat jemand Proxemo etwas Vernunft eingeredet.","Zależy od trudności przeciwnika. Normalnie w ogóle byś nie zarabiał za walki, ale na całe szczęście ktoś przemówił Proxemo do rozsądku.","DIA_KALY_HELLO2_A4_03_02","DIA_KALY_HELLO2_A4"
"NONE_5000_Kaly","Es lohnt sich jedoch, darauf zu achten, dass du etwas Gold hast, um deinen Wunden zu heilen, und vor allem, um sich neue Ausrüstung zu besorgen.","Jednak warto zadbać o to, abyś miał za co uleczyć rany, czy przede wszystkim zdobywać coraz nowszy ekwipunek.","DIA_KALY_HELLO2_A4_03_03","DIA_KALY_HELLO2_A4"
"NONE_5000_Kaly","Du kannst auch Geschenke von Zuschauern bekommen, aber du musst erst lernen wie man die Zuschauer für sich gewinnt.","Możesz też liczyć na podarunki od widzów, ale jak zdobyć zachwyt tłumu możesz się jeszcze nauczyć.","DIA_KALY_HELLO2_A4_03_04","DIA_KALY_HELLO2_A4"
"PC_HERO","Wo bekomme ich Waffen und kann meine Kampffertigkeiten verbessern?","Gdzie mogę zdobyć broń i nauczyć się walki?","DIA_KALY_HELLO2_A5_15_01","DIA_KALY_HELLO2_A5"
"NONE_5000_Kaly","Hier haben wir einen Rüstungsschmied, einen Bogner, einen Kampflehrer und einen Lehrer für Attribute wie Ausdauer und dergleichen.","Mamy tutaj kowala, łuczarza, nauczyciela walki i nauczyciela atrybutów, takich jak wytrzymałość i tym podobne.","DIA_KALY_HELLO2_A5_03_02","DIA_KALY_HELLO2_A5"
"NONE_5000_Kaly","Wir haben auch einen Rüstungsschmied, der dir Rüstungen verkaufen kann, was deine Priorität sein sollte.","Mamy też płatnerza, który może sprzedać ci pancerz, który powinien być dla ciebie priorytetem.","DIA_KALY_HELLO2_A5_03_03","DIA_KALY_HELLO2_A5"
"PC_HERO","Wie lang sind die Intervalle zwischen meinen Kämpfen?","Ile trwają odstępy pomiędzy moimi walkami?","DIA_KALY_HELLO2_A6_15_01","DIA_KALY_HELLO2_A6"
"NONE_5000_Kaly","Meist zwei bis drei Tage.","Z reguły dwa lub trzy dni.","DIA_KALY_HELLO2_A6_03_02","DIA_KALY_HELLO2_A6"
"NONE_5000_Kaly","Die Zuschauer sind nicht sehr geduldig, wenn es um Unterhaltung geht.","Ludzie nie są zbyt cierpliwi, jeśli chodzi o rozrywkę.","DIA_KALY_HELLO2_A6_03_03","DIA_KALY_HELLO2_A6"
"NONE_5000_Kaly","Sie wollen Brot und Spiele.","Chcą chleba i igrzysk.","DIA_KALY_HELLO2_A6_03_04","DIA_KALY_HELLO2_A6"
"PC_HERO","Alles klar.","Rozumiem.","DIA_KALY_HELLO2_A6_15_05","DIA_KALY_HELLO2_A6"
"PC_HERO","Wo kann ich hier außerhalb des Kampfens Geld verdienen?","Gdzie mogę tutaj zarobić poza walkami?","DIA_KALY_HELLO2_A7_15_01","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","Der Fall sieht so aus: Im Moment bist du ein Sklave, du hast keine Rechte.","Sprawa wygląda tak: Na obecną chwilę jesteś niewolnikiem, nie masz żadnych praw.","DIA_KALY_HELLO2_A7_03_02","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","Wenn du es schaffst, den ersten Gladiator in einem Turnierspiel zu besiegen - Ich meine natürlich nicht den morgigen Zusammenstoß mit den anderen Sklaven…","Jeżeli uda ci się pokonać pierwszego gladiatora w walce turniejowej - nie chodzi mi oczywiście o jutrzejsze starcie z pozostałymi niewolnikami. To ma wyłonić tego, który ma jakiekolwiek szanse…","DIA_KALY_HELLO2_A7_03_03","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","…Es ist Proxemo, der dir den sogenannten 'Gladiator-Status' verleihen soll. Es berechtigt dich, sich frei in der Bucht zu bewegen, mit Ausnahme der Stadt hinter dem Tor. Dort ist nur die Aristokratie zugelassen.","…To Proxemo powinien dać ci tak zwany 'Status Gladiatora'. Upoważnia cię on do swobodnego przemieszczania się po zatoce z wyjątkiem miasteczka za bramą. Tam ma wstęp tylko arystokracja.","DIA_KALY_HELLO2_A7_03_04","DIA_KALY_HELLO2_A7"
"PC_HERO","Mit diesem Status kannst du den Menschen vor Ort helfen und Gold verdienen.","Dzięki temu statusowi będziesz mógł pomagać i zarabiać tutejszym ludziom.","DIA_KALY_HELLO2_A7_15_05","DIA_KALY_HELLO2_A7"
"PC_HERO","Bei wem kann ich arbeiten?","U kogo mogę pracować?","DIA_KALY_HELLO2_A7_15_06","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","In der Bucht kannst du für den Jäger und den Kapitän der Seeleute arbeiten. Es gibt auch einen Holzfäller und einen Alchemisten, aber ich bezweifle, dass sie deine Hilfe brauchen werden.","W zatoce możesz pracować dla Myśliwego i Kapitana marynarzy. Jest jeszcze drwal i alchemik ale wątpię, że będą chcieli twojej pomocy. ","DIA_KALY_HELLO2_A7_03_07","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","Wenn du mit Arbeit kein Geld verdienen und nur kämpfen willst, dann ist das natürlich kein Problem, aber die Einnahmen und Erfahrungen, die sich aus der Hilfe für diese Menschen ergeben, sind es wert, sich für diese Aufgaben zu engagieren.","Oczywiście, jeżeli nie chcesz zarabiać u tych osób a tylko i wyłącznie walczyć to nie ma problemu, ale zarobek i doświadczenie wynikające z pomocy tym ludziom myślę, że są warte tego aby się w te zadania angażować.","DIA_KALY_HELLO2_A7_03_08","DIA_KALY_HELLO2_A7"
"PC_HERO","Okay, ich glaube, das genügt.","Dobrze, chyba wiem już wszystko.	","DIA_KALY_HELLO2_A7_15_09","DIA_KALY_HELLO2_A7"
"PC_HERO","Dann schau dich um. Hier hast du 50 Gold. Gib sie vor deinem ersten Spiel mit Bedacht aus. Wir sehen uns!","W takim razie rozejrzyj się po okolicy. Masz tutaj 50 sztuk złota. Wydaj je mądrze przed pierwszym starciem. Do zobaczenia! 	","DIA_KALY_HELLO2_A7_15_10","DIA_KALY_HELLO2_A7"
"NONE_5000_Kaly","Spreche hier unbedingt mit den Meistern und Händlern und vor allem mit dem Arenaleiter.","Porozmawiaj koniecznie z mistrzami i handlarzami tutaj, no i przede wszystkim z zarządcą areny.","DIA_KALY_PIZDA_03_01","DIA_KALY_PIZDA"
"NONE_5000_Kaly","Er wird dir die Regeln der Kämpfe erklären.","On wyjaśni ci zasady walk.","DIA_KALY_PIZDA_03_02","DIA_KALY_PIZDA"
"NONE_5000_Kaly","Spreche auch mit dem Jägern und den Seeleuten, insbesondere mit ihrem Kapitän.","Porozmawiaj też z myśliwym i marynarzami, konkretnie z ich kapitanem.","DIA_KALY_PIZDA_03_03","DIA_KALY_PIZDA"
"NONE_5000_Kaly","Wenn du das getan hast, komm zu mir zurück, ich habe dir noch etwas zu sagen.","Gdy to zrobisz wróć do mnie, będę miał ci coś jeszcze do przekazania.","DIA_KALY_PIZDA_03_04","DIA_KALY_PIZDA"
"PC_HERO","Alles klar.","Dobrze.","DIA_KALY_PIZDA_15_05","DIA_KALY_PIZDA"
"NONE_5000_Kaly","UND! Wichtig, ich habe dir die wichtigste Frage nicht gestellt.","A! Ważne, nie zadałem ci najważniejszego pytania.","DIA_KALY_ZARAZKURWAASAS_03_01","DIA_KALY_ZARAZKURWAASAS"
"PC_HERO","Ja?","Tak?","DIA_KALY_ZARAZKURWAASAS_15_02","DIA_KALY_ZARAZKURWAASAS"
"NONE_5000_Kaly","Wer warst du in deiner Siedlung?","Kim byłeś w twojej osadzie?","DIA_KALY_ZARAZKURWAASAS_03_03","DIA_KALY_ZARAZKURWAASAS"
"PC_HERO","Holzfäller.","Drwalem.","DIA_KALY_ZARAZKURWAASAS_A1_15_01","DIA_KALY_ZARAZKURWAASAS_A1"
"NONE_5000_Kaly","Also bist du wahrscheinlich ziemlich stark.","Więc zapewne jesteś dosyć silny.","DIA_KALY_ZARAZKURWAASAS_A1_03_02","DIA_KALY_ZARAZKURWAASAS_A1"
"PC_HERO","Ich war ein Jäger.","Byłem myśliwym.","DIA_KALY_ZARAZKURWAASAS_A2_15_01","DIA_KALY_ZARAZKURWAASAS_A2"
"NONE_5000_Kaly","Interessant.","Ciekawe.","DIA_KALY_ZARAZKURWAASAS_A2_03_02","DIA_KALY_ZARAZKURWAASAS_A2"
"PC_HERO","Ich half dem Priester.","Pomagałem kapłanowi.","DIA_KALY_ZARAZKURWAASAS_A5_15_01","DIA_KALY_ZARAZKURWAASAS_A5"
"PC_HERO","Ich war Kurier.","Byłem kurierem.","DIA_KALY_ZARAZKURWAASAS_A4_15_01","DIA_KALY_ZARAZKURWAASAS_A4"
"NONE_5000_Kaly","Interessant.","Ciekawe.","DIA_KALY_ZARAZKURWAASAS_A4_03_02","DIA_KALY_ZARAZKURWAASAS_A4"
"PC_HERO","Ich habe im Gasthof meines Onkels gekocht.","Gotowałem w karczmie wuja.","DIA_KALY_ZARAZKURWAASAS_A3_15_01","DIA_KALY_ZARAZKURWAASAS_A3"
"NONE_5000_Kaly","Interessant.","Hmm… ciekawe.","DIA_KALY_ZARAZKURWAASAS_A3_03_02","DIA_KALY_ZARAZKURWAASAS_A3"
"PC_HERO","Ich habe mit allen gesprochen.","Porozmawiałem już ze wszystkimi.","DIA_KALY_GADALEM_15_01","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Dann weißt du ja nun alles.","W takim razie wiesz już wszystko.","DIA_KALY_GADALEM_03_02","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Ruhe dich aus, der Kampf steht dir bevor.","Idź odpocząć, czeka cię walka.","DIA_KALY_GADALEM_03_03","DIA_KALY_GADALEM"
"PC_HERO","Werde ich danach ein Gladiator sein?","Po niej zostanę Gladiatorem?","DIA_KALY_GADALEM_15_04","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Ja, du nimmst am Turnier teil. Das Turnier findet alle sechs Monate statt. Du kämpfst gemäß der erstellten Tabelle, bis du den Meisterschaftskampf erreichst.","Tak, zostaniesz wpisany do turnieju. Turniej odbywa się co pół roku. Będziesz walczył wedle stworzonej tabelki, aż dojdziesz do walki o mistrzostwo.","DIA_KALY_GADALEM_03_05","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Wenn du dieses Ausscheidungsspiel gewinnst, erhälst du den Status eines Gladiators und damit einige Rechte. Du wirst kein gewöhnlicher Sklave mehr sein.","Gdy wygrasz te walkę eliminacyjną, zyskasz status Gladiatora, więc i trochę praw. Nie będziesz zwykłym niewolnikiem.","DIA_KALY_GADALEM_03_06","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Geh jetzt.","No idź już.","DIA_KALY_GADALEM_03_07","DIA_KALY_GADALEM"
"NONE_5000_Kaly","Herzlichen Glückwunsch zum gewonnenen Kampf! Ich wusste du schaffst es.","Gratuluję wygranej! Wiedziałem, że dasz sobie radę.","DIA_KALY_NICEJOB1_03_01","DIA_KALY_NICEJOB1"
"PC_HERO","Danke das du an mich geglaubt hast.","Fajnie, że we mnie wierzyłeś.","DIA_KALY_NICEJOB1_15_02","DIA_KALY_NICEJOB1"
"PC_HERO","Was wird jetzt passieren?","Co teraz?","DIA_KALY_NICEJOB1_15_03","DIA_KALY_NICEJOB1"
"NONE_5000_Kaly","Du verdienst erst einmal Ruhe und eine Belohnung.","Zasłużyłeś na odpoczynek i nagrodę.","DIA_KALY_NICEJOB1_03_04","DIA_KALY_NICEJOB1"
"NONE_5000_Kaly","Das Geld für den Kampf kassierst du beim Arenaleiter.","Pieniądze za walkę odbierasz u Zarządcy areny.","DIA_KALY_NICEJOB1_03_05","DIA_KALY_NICEJOB1"
"PC_HERO","Kann ich die Waffen von den gefallenen Gladiatoren behalten?","Czy mogę zatrzymać broń po poległych gladiatorach?","DIA_KALY_NICEJOB1_15_06","DIA_KALY_NICEJOB1"
"NONE_5000_Kaly","Natürlich! Verkaufen, verwenden, wenn es eine bessere ist. Es gehört dir.","Oczywiście, sprzedaj ją, użyj jeśli jest jakaś lepsza. To twoja własność.","DIA_KALY_NICEJOB1_03_07","DIA_KALY_NICEJOB1"
"NONE_5000_Kaly","Treffen wir uns abends im Gasthaus, wir trinken übrigens auf deinen gewonnenen Kampf, ich habe dir was Wichtiges zu sagen.","Spotkajmy się wieczorem w karczmie, wypijemy za twoją wygraną, przy okazji będę miał ci coś ważnego do przekazania.","DIA_KALY_NICEJOB1_03_08","DIA_KALY_NICEJOB1"
"PC_HERO","Kein Problem. Bis später.","Nie ma sprawy.","DIA_KALY_NICEJOB1_15_09","DIA_KALY_NICEJOB1"
"NONE_5000_Kaly","Oh, da bist du ja.","O, jesteś już.","DIA_KALY_KARCZMA1_03_01","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Hier, lass uns auf meine Kosten auf deinen gewonnenen Kampf anstoßen.","Masz, wypijmy za twoją wygraną, na mój koszt.","DIA_KALY_KARCZMA1_03_02","DIA_KALY_KARCZMA1"
"PC_HERO","Aber die Menge schaut nach mir.","Ale się na mnie krzywo patrzą.","DIA_KALY_KARCZMA1_15_03","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Bist du etwas überrascht? Es ist die Aristokratie selbst. Ihre Sklaven ekeln sie an.","A dziwisz się? To sama arystokracja. Brzydzą ich niewolnicy","DIA_KALY_KARCZMA1_03_04","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Aber keine Sorge, das wird sich bald ändern. Du wist anfangen, Kämpfe zu gewinnen und ihr Favorit werden.","Ale spokojnie, niedługo się to zmieni. Zaczniesz wygrywać walki i staniesz się ich ulubieńcem.","DIA_KALY_KARCZMA1_03_05","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Aber nun zur Sache. Hauptsache du hast gewonnen. Ich hatte ein gutes Gefühl bei dir.","Ale do rzeczy. Najważniejsze, że udało ci się wygrać. Wiedziałem, że miałem dobre przeczucie co do ciebie.","DIA_KALY_KARCZMA1_03_06","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Es liegen 9 Kämpfe vor dir, gefolgt von einem Kampf mit dem lokalen Champion.","Przed tobą 9 walk, a po nich walka z tutejszym mistrzem.","DIA_KALY_KARCZMA1_03_07","DIA_KALY_KARCZMA1"
"PC_HERO","Wer ist der Champion?","Kim jest mistrz?","DIA_KALY_KARCZMA1_15_08","DIA_KALY_KARCZMA1"
"NONE_5000_Kaly","Es ist Hermes. Niemand hat ihn jemals besiegt, seit die Gladiator Bucht existiert.","Jest to Hermes. Jeszcze nikt nigdy go nie pokonał, odkąd istnieje Zatoka Gladiatorów.","DIA_KALY_KARCZMA1_03_09","DIA_KALY_KARCZMA1"
